seed,participation_rate,avg_purchases_per_buyer,total_revenue,total_inventory_remaining,n_blocked_by_utility,n_blocked_by_budget,n_blocked_by_inventory,n_not_noticed,promotion_active,promotion_seller_id,promotion_seller_class,promotion_discount,visibility_rate_seller_0,visibility_rate_seller_1,visibility_rate_seller_2,visibility_rate_seller_3,visibility_rate_seller_4,Poor_participation_rate,Poor_to_Slow_share,Poor_to_Shigh_share,Poor_blocked_by_budget_at_Slow,Poor_blocked_by_budget_at_Shigh,Middle_participation_rate,Middle_to_Slow_share,Middle_to_Shigh_share,Middle_blocked_by_budget_at_Slow,Middle_blocked_by_budget_at_Shigh,Rich_participation_rate,Rich_to_Slow_share,Rich_to_Shigh_share,Rich_blocked_by_budget_at_Slow,Rich_blocked_by_budget_at_Shigh
0,0.67,0.81,206.0,449,104,153,0,87,False,-1,none,0.3,0.77,0.81,0.52,0.73,0.55,0.6285714285714286,1.0,0.0,38,87,0.8,0.7391304347826086,0.2608695652173913,10,13,0.7,0.6428571428571429,0.35714285714285715,1,4
0,0.68,0.78,172.0,452,96,176,0,70,False,-1,none,0.3,0.81,0.8,0.56,0.78,0.55,0.7142857142857143,1.0,0.0,52,100,0.6,0.8947368421052632,0.10526315789473684,2,19,0.6,0.7777777777777778,0.2222222222222222,0,3
0,0.73,0.84,196.0,446,92,173,0,81,False,-1,none,0.3,0.85,0.81,0.58,0.78,0.47,0.7142857142857143,1.0,0.0,59,87,0.8,0.8095238095238095,0.19047619047619047,7,17,0.7,0.7692307692307693,0.23076923076923078,2,1
0,0.64,0.79,194.0,451,93,165,0,68,False,-1,none,0.3,0.8,0.73,0.53,0.76,0.55,0.5857142857142857,1.0,0.0,46,83,0.8,0.8333333333333334,0.16666666666666666,8,22,0.7,0.6428571428571429,0.35714285714285715,1,5
0,0.74,0.92,197.39999999999998,438,84,173,0,86,True,1,Slow,0.3,0.77,0.86,0.58,0.77,0.51,0.7285714285714285,1.0,0.0,53,94,0.75,0.8571428571428571,0.14285714285714285,5,16,0.8,0.7368421052631579,0.2631578947368421,0,5
0,0.72,0.88,224.0,442,92,176,0,69,False,-1,none,0.3,0.81,0.83,0.54,0.77,0.61,0.6428571428571429,1.0,0.0,48,95,0.9,0.7777777777777778,0.2222222222222222,7,19,0.9,0.625,0.375,4,3
0,0.65,0.75,174.0,455,90,153,0,72,False,-1,none,0.3,0.72,0.77,0.48,0.72,0.49,0.6285714285714286,1.0,0.0,38,88,0.7,0.7894736842105263,0.21052631578947367,11,15,0.7,0.8333333333333334,0.16666666666666666,0,1
0,0.7,0.88,199.8,442,100,155,0,67,True,3,Shigh,0.3,0.78,0.78,0.61,0.68,0.58,0.6857142857142857,1.0,0.0,48,90,0.65,0.7916666666666666,0.20833333333333334,5,10,0.9,0.6875,0.3125,2,0
0,0.83,1.0,232.0,430,76,185,0,89,False,-1,none,0.3,0.87,0.87,0.57,0.8,0.5,0.8285714285714286,1.0,0.0,66,97,0.85,0.8928571428571429,0.10714285714285714,7,10,0.8,0.6428571428571429,0.35714285714285715,3,2
0,0.71,0.83,178.0,447,87,192,0,73,False,-1,none,0.3,0.81,0.81,0.56,0.82,0.62,0.7285714285714285,1.0,0.0,63,106,0.7,0.9545454545454546,0.045454545454545456,0,21,0.6,0.8,0.2,2,0
